Programme;SIREN;NIC;Dénomination;Montant;Objet 2020;Convention 2020;Date de création de l'établissement;Etat administratif;Siège;Répertoire national des associations;Catégorie juridique;COG : code;COG : libellé;Activité;Nomenclature de l'activité;Economie sociale et solidaire
203;422369355;25;MEDECINE TRAVAIL ST PIERRE ET MIQUE;            869,00;Prestation facturée par l'association;;01/10/2012;Non déterminé;Non;W9S1000074;9220;97502;Saint-Pierre;86.21Z;NAFRev2;O
203;422771725;21;SOC HISTOIRE NATURELLE AMIS MUSEUM;            603,00;Prestation facturée par l'association (Extraction de données de la Bourgogne Base Fauna dans le cadre du projet de vidange du lac des Settons);;01/01/2008;Non déterminé;Non;W711001818;9220;58235;Saint-Brisson;94.99Z;NAFRev2;O
203;424637106;24;GROUPE MAMMALOGIQUE HERPETOLOGIQUE;            856,50;Prestation facturée par l'association;;07/03/2016;Non déterminé;Non;W872002779;9220;87001;Aixe-sur-Vienne;94.99Z;NAFRev2;O
203;424892925;19;REGROUPEMENT DES NATURALISTES ARDEN;         40 011,20;Subvention pour achat d'actif immobilisé;EJ 1403714201  : Bon de commande EJ 1404524209  : Bon de commande;14/10/1999;Non déterminé;Non;W084000196;9220;8134;Coulommes-et-Marqueny;94.99Z;NAFRev2;O
203;428247472;49;ASS FRANC DEVELOP VELOROUTE VOIES V;         30 000,00;Prestation facturée par l'association;;24/10/2017;Non déterminé;Non;W313002690;9220;60612;Senlis;91.03Z;NAFRev2;O
203;428702575;39;CHANTIERS DEP POUR L EMPLOIS D INSE;             93,70;Prestation facturée par l'association;;24/10/2007;Non déterminé;Non;W251000150;9220;25258;Franois;88.99B;NAFRev2;O
203;428702575;39;CHANTIERS DEP POUR L EMPLOIS D INSE;          1 463,00;Prestation facturée par l'association;;24/10/2007;Non déterminé;Non;W251000150;9220;25258;Franois;88.99B;NAFRev2;O
203;429933484;17;ASS COMITE FR DE GEOLOGIE DE L INGE;            400,00;Prestation facturée par l'association;;02/05/1977;Non déterminé;Non;W751016262;9220;75106;Paris 6e Arrondissement;94.12Z;NAFRev2;O
203;431214337;62;VELO ET TERRITOIRES;         65 000,00;Prestation facturée par l'association;;21/09/2016;Non déterminé;Non;W732001784;9220;69386;Lyon 6e Arrondissement;94.99Z;NAFRev2;O
203;431485515;57;ASSOC GASCOGNE NATURE ENVIRONNEMENT;          4 650,00;protection de la nature et de l'environnement;;10/04/2017;Non déterminé;Non;W323000192;9220;32256;Mirande;94.99Z;NAFRev2;O
203;431785187;11;CTRE PERMANENT EDUCATION ENVIRONNEM;         15 328,00;Prestation facturée par l'association;;01/05/2000;Non déterminé;Non;W632002299;9220;63345;Saint-Genès-Champanelle;94.99Z;NAFRev2;O
203;432117315;15;NEOMYS;             56,35;Intérêts Moratoires 2020;;22/01/1999;Non déterminé;Non;W543000697;9220;54397;Neuves-Maisons;94.99Z;NAFRev2;O
203;432117315;15;NEOMYS;          6 783,48;RN4-inventaire-faune;;22/01/1999;Non déterminé;Non;W543000697;9220;54397;Neuves-Maisons;94.99Z;NAFRev2;O
203;432117315;15;NEOMYS;          1 032,00;RN4-inventaire-faune;;22/01/1999;Non déterminé;Non;W543000697;9220;54397;Neuves-Maisons;94.99Z;NAFRev2;O
203;432117315;15;NEOMYS;             49,72;Prestation facturée par l'association;;22/01/1999;Non déterminé;Non;W543000697;9220;54397;Neuves-Maisons;94.99Z;NAFRev2;O
203;432117315;15;NEOMYS;          3 168,00;Subvention pour achat d'actif immobilisé;EJ 1509696444;22/01/1999;Non déterminé;Non;W543000697;9220;54397;Neuves-Maisons;94.99Z;NAFRev2;O
203;432117315;15;NEOMYS;          1 896,00;Prestation facturée par l'association;;22/01/1999;Non déterminé;Non;W543000697;9220;54397;Neuves-Maisons;94.99Z;NAFRev2;O
203;432618593;29;VISION D AVENIR;             43,54;Prestation facturée par l'association;;01/09/2000;Non déterminé;Non;;9220;31203;Frouzins;88.10C;NAFRev2;O
203;432618593;29;VISION D AVENIR;            540,00;Prestation facturée par l'association;;01/09/2000;Non déterminé;Non;;9220;31203;Frouzins;88.10C;NAFRev2;O
203;433411386;25;CO PLAN AGIR ENVIRON ESPACE DPT LOZ;          5 383,22;Subvention pour achat d'actif immobilisé;;01/01/2001;Non déterminé;Non;W482001049;9220;48095;Mende;94.99Z;NAFRev2;O
203;434246377;31;CTRE NATIO ENSEI AGRIC CORRE GRP AG;          3 500,00;Prestation facturée par l'association;;01/11/2017;Non déterminé;Non;W362001039;9220;36006;Argenton-sur-Creuse;85.59B;NAFRev2;O
203;434494944;29;ASS OBS PHOTO TERRITOIRE PDD;          6 617,20;Prestation facturée par l'association;;11/03/2013;Non déterminé;Non;W632004142;9220;63051;Brenat;94.99Z;NAFRev2;O
203;434505921;16;AFORTECH;          1 062,00;Prestation facturée par l'association;;01/01/2001;Non déterminé;Non;W751147649;9220;75117;Paris 17e Arrondissement;85.59A;NAFRev2;O
203;439150129;13;SAUVEGARDE DE LA FAUNE SAUVAGE;         62 400,00;Subvention - Sauvegarde hamster commun;EJ 2201229021;22/06/1993;Non déterminé;Non;;9260;68376;Wittenheim;94.99Z;NAFRev2;O
203;439150129;13;SAUVEGARDE DE LA FAUNE SAUVAGE;        100 000,00;Subvention - Sauvegarde hamster commun;EJ 2201259053;22/06/1993;Non déterminé;Non;;9260;68376;Wittenheim;94.99Z;NAFRev2;O
203;439150129;13;SAUVEGARDE DE LA FAUNE SAUVAGE;         18 000,00;Subvention - Sauvegarde hamster commun;EJ 2102669003;22/06/1993;Non déterminé;Non;;9260;68376;Wittenheim;94.99Z;NAFRev2;O
203;439265497;16;INITIATIVE SEINE YVELINES;         35 000,00;Soutien financier dédié à la filière du transport fluvial;CPO 2020-2023;21/12/1999;Non déterminé;Non;W781000709;9220;78440;Les Mureaux;94.99Z;NAFRev2;O
203;439721978;21;TRANSPORT DEVELOP INTERMODALITE ENV;         45 000,00;Soutien actions promotion d'une politique multi et  intermodale de mobilité, voyageurs et marchandises;Convention n°2102516533 du 25/10/2018;01/01/2012;Non déterminé;Non;;9220;75108;Paris 8e Arrondissement;94.99Z;NAFRev2;O
203;440084556;16;ECOLE DE LA CONSTRUCTION DES INFRAS;         15 200,00;Prestation facturée par l'association;;29/01/2001;Non déterminé;Non;W133006605;9220;13209;Marseille 9e Arrondissement;85.32Z;NAFRev2;O
203;440817203;50;AUXILIA;          3 150,02;Prestation facturée par l'association;;18/12/2009;Non déterminé;Non;W751151821;9220;75111;Paris 11e Arrondissement;70.22Z;NAFRev2;O
203;440817203;50;AUXILIA;         19 480,50;Prestation facturée par l'association;;18/12/2009;Non déterminé;Non;W751151821;9220;75111;Paris 11e Arrondissement;70.22Z;NAFRev2;O
203;440817203;50;AUXILIA;          1 500,00;Prestation facturée par l'association;;18/12/2009;Non déterminé;Non;W751151821;9220;75111;Paris 11e Arrondissement;70.22Z;NAFRev2;O
203;442588729;16;RESTAURANT INTERADMIN DEPART CHAREN;            630,00;Prestation facturée par l'association;;17/04/2001;Non déterminé;Non;W161002523;9220;16015;Angoulême;56.29B;NAFRev2;O
203;443923719;27;INSTITUT MAITRISE RISQUES SURETE FO;          3 255,00;Prestation facturée par l'association;;23/03/2008;Non déterminé;Non;W921000038;9220;94037;Gentilly;94.99Z;NAFRev2;O
203;444038327;29;UNION METIER INDUS HOTELLERIE FORMA;            480,00;Prestation facturée par l'association;;26/09/2009;Non déterminé;Non;W751155539;9220;75107;Paris 7e Arrondissement;85.59A;NAFRev2;O
203;445154917;14;FERME DE VILLEFAVARD EN LIMOUSIN;          1 200,00;Prestation facturée par l'association;;01/07/2003;Non déterminé;Non;;9220;87206;Villefavard;90.01Z;NAFRev2;O
203;447668963;13;ASS DE RECHERCHES SPELEOLOGIQUES;          1 500,00;Prestation facturée par l'association;;20/12/1978;Non déterminé;Non;W161002564;9220;16281;La Rochefoucauld-en-Angoumois;93.12Z;NAFRev2;O
203;448828095;27;ASQPE;            850,00;Prestation facturée par l'association;;03/01/2013;Non déterminé;Non;W751156134;9220;75115;Paris 15e Arrondissement;71.20B;NAFRev2;O
203;449424191;12;FEDERATION NATIONALE DES VILLAGES E;         20 000,00;Avenant pour l'année 2020;Convention n°2102493761 du 03/10/18;25/03/2003;Non déterminé;Non;W872004814;9220;87085;Limoges;94.99Z;NAFRev2;O
203;449928050;11;PROPELLER CLUB LA ROCHELLE SAINTONG;            150,00;Prestation facturée par l'association;;09/04/2001;Non déterminé;Non;W173003059;9220;17300;La Rochelle;93.29Z;NAFRev2;O
203;450327143;27;PLANETE VELO ANIMATION;            314,00;Prestation facturée par l'association;;17/05/2005;Non déterminé;Non;W691060862;9220;69290;Saint-Priest;94.99Z;NAFRev2;O
203;452076748;55;BATI ACTION;            211,19;Prestation facturée par l'association;;21/02/2018;Non déterminé;Non;W332008885;9221;33318;Pessac;88.10C;NAFRev2;O
203;452076748;55;BATI ACTION;         28 030,82;Prestation facturée par l'association;;21/02/2018;Non déterminé;Non;W332008885;9221;33318;Pessac;88.10C;NAFRev2;O
203;452076748;55;BATI ACTION;             46,46;Prestation facturée par l'association;;21/02/2018;Non déterminé;Non;W332008885;9221;33318;Pessac;88.10C;NAFRev2;O
203;452076748;55;BATI ACTION;          4 718,00;Prestation facturée par l'association;;21/02/2018;Non déterminé;Non;W332008885;9221;33318;Pessac;88.10C;NAFRev2;O
203;452508724;13;FORESTIERS DU MONDE;          3 500,00;Prestation facturée par l'association;;24/11/2003;Non déterminé;Non;W212000476;9220;21231;Dijon;94.99Z;NAFRev2;O
203;477901326;25;MAISON DE VELOTTE;             32,00;Prestation facturée par l'association;;31/08/2006;Non déterminé;Non;W251000626;9220;25056;Besançon;94.99Z;NAFRev2;O
203;478029127;22;ATMO HAUTS DE FRANCE;         12 451,20;Prestation facturée par l'association;;01/10/2009;Non déterminé;Non;W595015034;9220;59350;Lille;71.20B;NAFRev2;O
203;479002461;24;INST HTES ETUDES DEV AMENA TERRI EU;        141 200,00;SOLDE CONVENTION DE PARTENARIAT 2019 – 2022 N°19FM09 (30 000 €) + Acompte 80% avenant (111 200 €);;03/10/2013;Non déterminé;Non;W751166597;9220;75108;Paris 8e Arrondissement;94.99Z;NAFRev2;O
203;480512201;33;ENVIROBAT BDM;          4 042,86;Prestation facturée par l'association;;07/10/2013;Non déterminé;Non;W131001042;9220;13203;Marseille 3e Arrondissement;82.30Z;NAFRev2;O
203;480954130;13;ASS REBOND ENTREPRISE ADAPTEE;            888,00;Prestation facturée par l'association;;15/02/2005;Non déterminé;Non;;9220;81004;Albi;18.14Z;NAFRev2;O
203;480954130;13;ASS REBOND ENTREPRISE ADAPTEE;          1 707,12;Prestation facturée par l'association;;15/02/2005;Non déterminé;Non;;9220;81004;Albi;18.14Z;NAFRev2;O
203;480995000;19;ENVIRONNEMHANDI;          1 068,00;Prestation facturée par l'association;;07/01/2005;Non déterminé;Non;W595000870;9220;59378;Marcq-en-Barœul;94.99Z;NAFRev2;O
203;483921219;59;OBSERVATOIRE REGIONAL DU BRUIT EN I;         20 000,00;Prestation facturée par l'association;;29/03/2017;Non déterminé;Non;W751167193;9220;93066;Saint-Denis;71.20B;NAFRev2;O
203;484819347;69;ASS TRANSPORTS TERRESTRES;         16 046,00;Action en faveur de la mobilité;;14/03/2016;Non déterminé;Non;W595002125;9220;59221;Famars;94.99Z;NAFRev2;O
203;485361059;10;CARA AUVERGNE RHONE ALPES;         10 320,00;Acompte 50% convention;;20/10/2005;Non déterminé;Non;W691062249;9220;69382;Lyon 2e Arrondissement;94.99Z;NAFRev2;O
203;488259797;22;SEVRE ET MAINE EMPLOI SOLIDAIRE;          2 649,15;Prestation facturée par l'association;contrats de mise à disposition pour nettoyage des locaux de St Aubin du Cormier;25/07/2013;Non déterminé;Non;W442003101;9221;44043;Clisson;78.30Z;NAFRev2;O
203;490287299;39;ASS DECIDER ENSEMBLE;          7 000,00;Subvention;;01/01/2006;Non déterminé;Non;;9220;75115;Paris 15e Arrondissement;74.30Z;NAFRev2;O
203;491710646;10;ASS REG PROMOTION APPRENT ENSEIGN S;          4 147,00;Prestation facturée par l'association;convention;10/02/2005;Non déterminé;Non;W632001130;9220;63113;Clermont-Ferrand;94.99Z;NAFRev2;O
203;491914370;29;COMITE FRANCAIS DE L ASSOS MONDIALE;          5 000,00;Prestation facturée par l'association;;13/12/2013;Non déterminé;Non;W751142887;9220;77083;Champs-sur-Marne;94.99Z;NAFRev2;O
203;491914370;29;COMITE FRANCAIS DE L ASSOS MONDIALE;          1 000,00;Prestation facturée par l'association;;13/12/2013;Non déterminé;Non;W751142887;9220;77083;Champs-sur-Marne;94.99Z;NAFRev2;O
203;492120266;19;MAISON DE L INDUSTRIE;            614,40;Prestation facturée par l'association;;01/10/2006;Non déterminé;Non;W291000285;9220;29061;Gouesnou;68.32A;NAFRev2;O
203;492524749;32;TOULOUSE METROPOLE EMPLOI;          1 766,00;Prestation facturée par l'association;;01/10/2012;Non déterminé;Non;W313002699;9220;31555;Toulouse;94.99Z;NAFRev2;O
203;497484048;28;GROUPEMENT DE DEFENSE SANITAIRE API;             45,85;Prestation facturée par l'association;;14/07/2017;Non déterminé;Non;W291000787;9220;29069;Guilers;94.99Z;NAFRev2;O
203;501175632;22;SECTION FRANCAISE DE L ASSOCIATION;          7 600,00;Subvention pour l'organisation de la conférence Smart  Rivers;;11/02/2016;Non déterminé;Non;W751129844;9220;60382;Margny-lès-Compiègne;94.99Z;NAFRev2;O
203;504225335;26;ESPACE INVESTIGATION PREVENTION ACC;             55,00;Prestation facturée par l'association;convention;06/10/2008;Non déterminé;Non;W632003381;9230;63113;Clermont-Ferrand;94.99Z;NAFRev2;O
203;507539260;12;ETAPE AUVERGNE;             40,02;Prestation facturée par l'association;convention;01/01/2008;Non déterminé;Non;W431000434;9220;43258;Vergongheon;88.99B;NAFRev2;O
203;507539260;12;ETAPE AUVERGNE;            551,12;Prestation facturée par l'association;convention;01/01/2008;Non déterminé;Non;W431000434;9220;43258;Vergongheon;88.99B;NAFRev2;O
203;507983369;38;CHAUVE SOURIS AUVERGNE;          1 460,00;Prestation facturée par l'association;;01/11/2017;Non déterminé;Non;W031001100;9220;63261;Orbeil;94.99Z;NAFRev2;O
203;509292215;19;ZOOM ALSACE;          7 080,00;Prestation facturée par l'association;EJ 1510352626;12/11/2008;Non déterminé;Non;;9260;67482;Strasbourg;94.99Z;NAFRev2;O
203;509292215;19;ZOOM ALSACE;          4 110,00;Subvention pour achat d'actif immobilisé;EJ 1510098030;12/11/2008;Non déterminé;Non;;9260;67482;Strasbourg;94.99Z;NAFRev2;O
203;512057282;26;BOURGOGNE FRANCHE COMTE MOBILITE EL;          5 000,00;Action en faveur de la mobilité;;30/10/2017;Non déterminé;Non;W212004462;9220;21231;Dijon;94.99Z;NAFRev2;O
203;513023275;11;ASSO TED 16 GDS;            748,08;Prestation facturée par l'association;;22/02/2009;Non déterminé;Non;W161003114;9220;16113;La Couronne;94.99Z;NAFRev2;O
203;513176271;15;ASSOCIATION SPORTIVE CULTURELLE ET;            650,00;Action sociale prévue au titre 1er du décret n° 2006-21;;13/03/1986;Non déterminé;Non;W872001359;9220;87085;Limoges;94.99Z;NAFRev2;O
203;520977364;22;INFRASTRUCTURES DURABLES RHONE ALPE;          1 980,00;Prestation facturée par l'association;;03/11/2015;Non déterminé;Non;W691075657;9220;69266;Villeurbanne;94.99Z;NAFRev2;O
