Programme;SIREN;NIC;Dénomination;Montant;Objet 2020;Convention 2020;Date de création de l'établissement;Etat administratif;Siège;Répertoire national des associations;Catégorie juridique;COG : code;COG : libellé;Activité;Nomenclature de l'activité;Economie sociale et solidaire
203;323222893;22;ECOLOR;          2 577,60;Prestation facturée par l'association;EJ 1100045382;12/08/1993;Non déterminé;Non;;9220;57210;Fénétrange;71.12B;NAFRev2;O
203;323222893;22;ECOLOR;         10 350,00;Subvention pour achat d'actif immobilisé;EJ 1509652063 EJ 1510014152;12/08/1993;Non déterminé;Non;;9220;57210;Fénétrange;71.12B;NAFRev2;O
203;325598894;13;INSTITUT NAT DE PLONGEE PROFESSIONN;             81,72;Prestation facturée par l'association;;01/09/1982;Non déterminé;Non;;9220;13208;Marseille 8e Arrondissement;85.59A;NAFRev2;O
203;325951903;21;ASSO SOC FRANCAISES D AUTOR;         45 132,40;Action en faveur de la mobilité;;01/01/1985;Non déterminé;Non;;9220;75107;Paris 7e Arrondissement;94.11Z;NAFRev2;N
203;327323606;19;GESTION REST INTER ADMINISTRATIFS;         11 331,75;Prestation facturée par l'association;;07/12/1982;Non déterminé;Non;;9220;3190;Moulins;56.29B;NAFRev2;O
203;328015003;10;CHARENTE NATURE;         43 185,60;Subvention pour achat d'actif immobilisé;;17/08/1983;Non déterminé;Non;W161001190;9220;16015;Angoulême;94.99Z;NAFRev2;O
203;331603365;98;ASS PARENTS ENFANTS INADAPTES;            189,60;Prestation facturée par l'association;;04/01/1989;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;331603365;98;ASS PARENTS ENFANTS INADAPTES;          1 186,68;Prestation facturée par l'association;;04/01/1989;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;331603365;98;ASS PARENTS ENFANTS INADAPTES;             40,35;Prestation facturée par l'association;;04/01/1989;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;331603365;98;ASS PARENTS ENFANTS INADAPTES;         12 425,52;Prestation facturée par l'association;;04/01/1989;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;331603365;98;ASS PARENTS ENFANTS INADAPTES;            777,00;Prestation facturée par l'association;;04/01/1989;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;331603365;98;ASS PARENTS ENFANTS INADAPTES;          1 224,72;Prestation facturée par l'association;;04/01/1989;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;331603365;98;ASS PARENTS ENFANTS INADAPTES;            328,68;Prestation facturée par l'association;;04/01/1989;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;331603365;98;ASS PARENTS ENFANTS INADAPTES;          3 641,16;Prestation facturée par l'association;;04/01/1989;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;331603365;98;ASS PARENTS ENFANTS INADAPTES;            536,76;Prestation facturée par l'association;;04/01/1989;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;331603365;239;ASS PARENTS ENFANTS INADAPTES;            335,04;Prestation facturée par l'association;;18/09/1995;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;331603365;239;ASS PARENTS ENFANTS INADAPTES;            235,20;Prestation facturée par l'association;;18/09/1995;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;331603365;239;ASS PARENTS ENFANTS INADAPTES;            214,26;Prestation facturée par l'association;;18/09/1995;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;331603365;239;ASS PARENTS ENFANTS INADAPTES;          2 165,52;Prestation facturée par l'association;;18/09/1995;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;331603365;239;ASS PARENTS ENFANTS INADAPTES;            149,40;Prestation facturée par l'association;;18/09/1995;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;331603365;239;ASS PARENTS ENFANTS INADAPTES;            339,60;Prestation facturée par l'association;;18/09/1995;Non déterminé;Non;;9220;18197;Saint-Amand-Montrond;88.10C;NAFRev2;O
203;333062685;57;ASS FORMATION INSERTION PERSON HAND;          1 177,85;Prestation facturée par l'association;;01/01/1992;Non déterminé;Non;W482000626;9220;48009;Peyre en Aubrac;88.10C;NAFRev2;O
203;333372415;54;ASTRHALOR;          1 351,58;Prestation facturée par l'association;;22/06/2012;Non déterminé;Non;W482001512;9220;48095;Mende;94.99Z;NAFRev2;O
203;334067386;63;RESEAU IDEAL;         27 000,00;Convention;;01/02/2008;Non déterminé;Non;W943000447;9220;94043;Le Kremlin-Bicêtre;82.30Z;NAFRev2;O
203;334353471;694;ASSOCIATION REGIONALE POUR L INTEGR;            458,88;Prestation facturée par l'association;;01/01/2012;Non déterminé;Non;W133004829;9220;13119;Carnoux-en-Provence;88.10C;NAFRev2;O
203;340804673;44;NATURE 18;          1 290,00;Prestation facturée par l'association;;11/07/2012;Non déterminé;Non;W181001226;9220;18033;Bourges;94.99Z;NAFRev2;O
203;340971555;16;CAT CAL CAVALLER D ENVEITG;          1 001,69;Prestation facturée par l'association;;01/04/1987;Non déterminé;Non;W663001007;9220;66066;Enveitg;88.10C;NAFRev2;O
203;340971555;16;CAT CAL CAVALLER D ENVEITG;            578,99;Prestation facturée par l'association;;01/04/1987;Non déterminé;Non;W663001007;9220;66066;Enveitg;88.10C;NAFRev2;O
203;342466356;25;ASSOC SO MARNE PARENTS ENFANTS INAD;             41,98;Prestation facturée par l'association;;01/07/1989;Non déterminé;Non;W512001270;9220;51535;Sézanne;88.10C;NAFRev2;O
203;342466356;25;ASSOC SO MARNE PARENTS ENFANTS INAD;          1 296,00;Prestation facturée par l'association;;01/07/1989;Non déterminé;Non;W512001270;9220;51535;Sézanne;88.10C;NAFRev2;O
203;342944105;28;FED CHTE POUR LA PECHE PROTEC MIL A;            123,65;Prestation facturée par l'association;;24/10/1995;Non déterminé;Non;;9220;16154;Gond-Pontouvre;94.99Z;NAFRev2;O
203;342944105;28;FED CHTE POUR LA PECHE PROTEC MIL A;         12 500,00;Subvention pour achat d'actif immobilisé;;24/10/1995;Non déterminé;Non;;9220;16154;Gond-Pontouvre;94.99Z;NAFRev2;O
203;343686432;18;CENTRE ENTREPRISE COMMUNICATION AVA;          2 100,00;Prestation facturée par l'association;;01/01/1988;Non déterminé;Non;W332002474;9220;33376;Saint-Aubin-de-Médoc;70.22Z;NAFRev2;O
203;344021878;14;CENTRE REGIONAL DE PHYTOSOCIOLOGIE;            698,50;Suivi des espèces protégées;Objectifs atteints BC cloturé;01/01/1987;Non déterminé;Non;;9220;59043;Bailleul;91.04Z;NAFRev2;O
203;344183405;36;ASSOCIATION VANNES RELAIS;             43,26;Prestation facturée par l'association;contrat de mise à disposition pour nettoyage des  locaux du CEI de Vannes  2201116709;01/01/2007;Non déterminé;Non;W563001453;9220;56260;Vannes;78.30Z;NAFRev2;O
203;344183405;36;ASSOCIATION VANNES RELAIS;         10 271,75;Prestation facturée par l'association;contrat de mise à disposition pour nettoyage des  locaux du CEI de Vannes  2201116709;01/01/2007;Non déterminé;Non;W563001453;9220;56260;Vannes;78.30Z;NAFRev2;O
203;344459599;41;ASS INTERMEDIAIRE DU PAYS DE FOUGER;          6 992,90;Prestation facturée par l'association;contrat de mise à disposition pour nettoyage des locaux de St Aubin du Cormier n° engagement juridique 1510149194;12/10/2009;Non déterminé;Non;W351001204;9220;35115;Fougères;78.30Z;NAFRev2;O
203;344896998;20;CONSERVATOIRE D ESPACES NATURELS D;          8 253,00;Subvention pour achat d'actif immobilisé;Suivi mesures compensatoires zones humides ,  RN102, RN88, objectifs 2018 atteints;19/10/1998;Non déterminé;Non;W634000109;9220;63300;Riom;91.04Z;NAFRev2;O
203;344896998;20;CONSERVATOIRE D ESPACES NATURELS D;         43 775,73;Subvention pour achat d'actif immobilisé;Suivi mesures compensatoires zones humides ,  RN102, RN88, objectifs 2018 atteints;19/10/1998;Non déterminé;Non;W634000109;9220;63300;Riom;91.04Z;NAFRev2;O
203;347462863;31;ASSOCIATION RIVIERES ET BOCAGES;         11 274,92;Prestation facturée par l'association;Marché d’entretien des dépendances vertes du district Manche-Calvados;19/02/1996;Non déterminé;Non;;9220;14762;Vire Normandie;91.04Z;NAFRev2;O
203;347462863;31;ASSOCIATION RIVIERES ET BOCAGES;             62,88;Prestation facturée par l'association;Marché d’entretien des dépendances vertes du district Manche-Calvados;19/02/1996;Non déterminé;Non;;9220;14762;Vire Normandie;91.04Z;NAFRev2;O
203;347462863;31;ASSOCIATION RIVIERES ET BOCAGES;        113 893,31;Prestation facturée par l'association;Marché d’entretien des dépendances vertes du district Manche-Calvados;19/02/1996;Non déterminé;Non;;9220;14762;Vire Normandie;91.04Z;NAFRev2;O
203;349537472;38;ASS INTERNATIONALE VILLES ET PORTS;         23 000,00;Prestation facturée par l'association;;03/12/2009;Non déterminé;Non;W762000561;9220;76351;Le Havre;94.99Z;NAFRev2;O
203;349892620;23;ASS TRAVAIL EMPLOI SOLIDARITE;             92,25;Prestation facturée par l'association;contrat de mise à disposition pour nettoyage des  locaux du CEI de Locminé 2201117526;01/01/2002;Non déterminé;Non;W562001512;9220;56178;Pontivy;78.30Z;NAFRev2;O
203;349892620;23;ASS TRAVAIL EMPLOI SOLIDARITE;         10 221,90;Prestation facturée par l'association;contrat de mise à disposition pour nettoyage des  locaux du CEI de Locminé 2201117526;01/01/2002;Non déterminé;Non;W562001512;9220;56178;Pontivy;78.30Z;NAFRev2;O
203;350323101;62;LIGUE PROTECTION DES OISEAUX PACA;         10 000,00;Prestation facturée par l'association;;01/06/2008;Non déterminé;Non;W832000192;9220;83069;Hyères;94.99Z;NAFRev2;O
203;350379343;55;ASS DEP DE PROTECTION CIVILE EN GIR;             55,00;Prestation facturée par l'association;;19/06/2015;Non déterminé;Non;W332002874;9220;33063;Bordeaux;85.59A;NAFRev2;O
203;352718738;11;FEDE NAT ASSOCIATION USAGERS TRANSP;        180 000,00;Solde avenant;Convention n°2102539329 2018;01/10/1989;Non déterminé;Non;W751049681;9220;75114;Paris 14e Arrondissement;94.99Z;NAFRev2;O
203;377713714;14;JUNIOR ENTREPRISE DE L ESTA;          4 200,00;Prestation facturée par l'association;;01/01/1990;Non déterminé;Non;;9220;90010;Belfort;94.99Z;NAFRev2;O
203;378036883;15;ASS CENTRE FRANCAIS ANTICORROSION;             90,00;Prestation facturée par l'association;;12/10/1989;Non déterminé;Non;W751091225;9220;75107;Paris 7e Arrondissement;94.99Z;NAFRev2;O
203;378901086;17;ECOLE CHRISTIAN VABRET   MOF  BOULA;            300,00;Prestation facturée par l'association;;01/09/1990;Non déterminé;Non;W151002946;9220;15014;Aurillac;85.59A;NAFRev2;O
203;379486368;36;ASSOCIATION ESPOIR AVENIR;         17 550,00;Prestation facturée par l'association;;01/12/2001;Non déterminé;Non;W596001180;9220;59207;Escautpont;88.99B;NAFRev2;O
203;379607633;11;GROUPE MAMMALOGIQUE BRETON;          8 383,44;Prestation facturée par l'association;CONVENTION DE PARTENARIAT PLURIANNUELLE 2019 – 2021 – n° 2201210889;01/09/1990;Non déterminé;Non;W293000013;9220;29277;Sizun;94.99Z;NAFRev2;O
203;379607633;11;GROUPE MAMMALOGIQUE BRETON;          3 437,42;Subvention pour achat d'actif immobilisé;CONVENTION DE PARTENARIAT  PLURIANNUELLE 2019 – 2021 – n° 2201210889;01/09/1990;Non déterminé;Non;W293000013;9220;29277;Sizun;94.99Z;NAFRev2;O
203;380360248;13;ASS DROIT AU VELO;            400,00;Prestation facturée par l'association;;01/01/1984;Non déterminé;Non;W595003370;9220;59350;Lille;93.12Z;NAFRev2;O
203;380438671;48;MAYENNE NATURE ENVIRONNEMENT;          5 443,00;Prestation facturée par l'association;CONVENTION DE PARTENARIAT  PLURIANNUELLE 2019 – 2021 – n° 2201209898;01/07/2015;Non déterminé;Non;W532001638;9220;53140;Louverné;94.99Z;NAFRev2;O
203;380476242;25;RADIOS CHRETIENNES EN FRANCE BESANC;          1 688,07;Prestation facturée par l'association;;10/07/1992;Non déterminé;Non;W251001191;9220;25056;Besançon;59.20Z;NAFRev2;O
203;380727263;28;RUE DE L AVENIR;         10 000,00;Prestation facturée par l'association;;02/10/2000;Non déterminé;Non;W751086683;9220;75115;Paris 15e Arrondissement;94.99Z;NAFRev2;O
203;381567932;37;FED NAT ASS SPORT CULTUR ENTRAID EQ;            500,00;Action sociale prévue au titre 1er du décret n° 2006-21;;23/11/2005;Non déterminé;Non;;9220;92062;Puteaux;93.12Z;NAFRev2;O
203;382233591;41;LIGUE DE PROTECTION DES OISEAUX DEL;             47,34;Prestation facturée par l'association;;01/12/2016;Non déterminé;Non;W442002236;9220;44020;Bouguenais;94.99Z;NAFRev2;O
203;382233591;41;LIGUE DE PROTECTION DES OISEAUX DEL;            127,95;Prestation facturée par l'association;;01/12/2016;Non déterminé;Non;W442002236;9220;44020;Bouguenais;94.99Z;NAFRev2;O
203;382754786;12;ASSOCIATION POUR LA FORMATION CONTI;          6 825,00;Prestation facturée par l'association;;21/12/1987;Non déterminé;Non;;9220;97502;Saint-Pierre;85.59A;NAFRev2;O
203;383565579;26;FED PA PECHE PROTECTION MILIEU AQUA;            400,00;Subvention pour achat d'actif immobilisé;;01/01/2000;Non déterminé;Non;W643003537;9220;64445;Pau;94.99Z;NAFRev2;O
203;383565579;26;FED PA PECHE PROTECTION MILIEU AQUA;          1 350,00;Subvention pour achat d'actif immobilisé;;01/01/2000;Non déterminé;Non;W643003537;9220;64445;Pau;94.99Z;NAFRev2;O
203;383694080;29;GROUPE ORNITHOLOGIQUE NORMAND;          5 292,00;Prestation facturée par l'association;Objectif : sensibilisation à la biodiversité pour sa prise  en compte dans nos modes de gestion des  dépendances. Atteintes : étude avifaune sur un  échangeur, bilan présenté aux agents du CEI suivi de  préconisations d’entretien.;11/10/2011;Non déterminé;Non;W142011242;9220;14118;Caen;91.04Z;NAFRev2;O
203;383694080;29;GROUPE ORNITHOLOGIQUE NORMAND;         12 248,16;Subvention pour achat d'actif immobilisé;Objectifs partiellement atteints;11/10/2011;Non déterminé;Non;W142011242;9220;14118;Caen;91.04Z;NAFRev2;O
203;383773769;39;CONSERVAT ESPACES NATURELS POITOU C;             64,40;Prestation facturée par l'association;;01/02/2010;Non déterminé;Non;W863002592;9220;86194;Poitiers;91.04Z;NAFRev2;O
203;383773769;39;CONSERVAT ESPACES NATURELS POITOU C;          6 977,04;Subvention pour achat d'actif immobilisé;;01/02/2010;Non déterminé;Non;W863002592;9220;86194;Poitiers;91.04Z;NAFRev2;O
203;384160388;11;LIGUE DE VOILE DE LA MARTINIQUE;         12 197,00;protection de la nature et de l'environnement;;19/12/1990;Non déterminé;Non;W9M1000265;9220;97209;Fort-de-France;93.12Z;NAFRev2;O
203;384675575;29;A L E S I ASSOCIATION LANESTERIENNE;             93,99;Prestation facturée par l'association;contrat de mise à disposition pour nettoyage des  locaux du CEI de Lorient 2201116961;01/03/2002;Non déterminé;Non;W561000890;9220;56098;Lanester;78.30Z;NAFRev2;O
203;384675575;29;A L E S I ASSOCIATION LANESTERIENNE;         12 317,40;Prestation facturée par l'association;contrat de mise à disposition pour nettoyage des  locaux du CEI de Lorient 2201116961;01/03/2002;Non déterminé;Non;W561000890;9220;56098;Lanester;78.30Z;NAFRev2;O
203;388331183;11;ASS RESTAURANT CITE ADMINISTRATIVE;             30,01;Prestation facturée par l'association;;04/06/1992;Non déterminé;Non;W332019542;9220;33063;Bordeaux;56.29B;NAFRev2;O
203;388331183;11;ASS RESTAURANT CITE ADMINISTRATIVE;            183,56;Prestation facturée par l'association;;04/06/1992;Non déterminé;Non;W332019542;9220;33063;Bordeaux;56.29B;NAFRev2;O
203;388331183;11;ASS RESTAURANT CITE ADMINISTRATIVE;            350,09;Prestation facturée par l'association;;04/06/1992;Non déterminé;Non;W332019542;9220;33063;Bordeaux;56.29B;NAFRev2;O
203;388490963;39;CLUB DES VILLES ET TERRITOIRES CYCL;         60 000,00;Prestation facturée par l'association;convention 2020;01/01/1999;Non déterminé;Non;W751128373;9220;75109;Paris 9e Arrondissement;94.99Z;NAFRev2;O
203;389089392;10;ADASEA D OC;            600,00;Prestation facturée par l'association;Convention pluriannuelle d 'assistance technique à la  mise en œuvre des mes ures compensatoires relatives  aux zones humides  - RN124;01/01/1968;Non déterminé;Non;W461000942;9220;46042;Cahors;94.99Z;NAFRev2;O
203;389486549;22;INSTITUT RECHERCHE APPLIQUEE EXPERI;          1 800,00;Prestation facturée par l'association;;10/02/2012;Non déterminé;Non;W751092648;9220;75108;Paris 8e Arrondissement;72.19Z;NAFRev2;O
203;389486549;22;INSTITUT RECHERCHE APPLIQUEE EXPERI;          4 137,60;Prestation facturée par l'association;;10/02/2012;Non déterminé;Non;W751092648;9220;75108;Paris 8e Arrondissement;72.19Z;NAFRev2;O
203;390651222;49;LIGUE POUR LA PROTECTION DES OISEAU;          3 075,00;Prestation facturée par l'association;CONVENTION DE PARTENARIAT PLURIANNUELLE 2019 – 2021 – n° 2201208559;13/08/2015;Non déterminé;Non;W491007469;9220;49007;Angers;94.99Z;NAFRev2;O
203;390717999;44;CONSERVATOIRE D ESPACES NATURELS DE;         24 125,00;Prestation facturée par l'association;Convention pluriannuelle d 'intervention relative aux  mesures environnemental es;06/01/1999;Non déterminé;Non;W313006974;9220;31555;Toulouse;91.04Z;NAFRev2;O
203;390717999;44;CONSERVATOIRE D ESPACES NATURELS DE;         30 320,00;Subvention pour achat d'actif immobilisé;Convention pluriannuelle d 'intervention relative aux  mesures environnemental es;06/01/1999;Non déterminé;Non;W313006974;9220;31555;Toulouse;91.04Z;NAFRev2;O
203;390717999;44;CONSERVATOIRE D ESPACES NATURELS DE;         16 000,00;Subvention pour achat d'actif immobilisé;Convention pluriannuelle d 'intervention relative aux  mesures environnemental es;06/01/1999;Non déterminé;Non;W313006974;9220;31555;Toulouse;91.04Z;NAFRev2;O
203;390717999;44;CONSERVATOIRE D ESPACES NATURELS DE;         10 750,00;Subvention pour achat d'actif immobilisé;Convention pluriannuelle d 'intervention relative aux  mesures environnemental es;06/01/1999;Non déterminé;Non;W313006974;9220;31555;Toulouse;91.04Z;NAFRev2;O
203;390815504;27;ASSOCIATION REUSSIR L INSERTION A B;         10 473,02;Prestation facturée par l'association;;22/08/2019;Non déterminé;Non;W691057273;9220;69029;Bron;88.99B;NAFRev2;O
203;390815504;27;ASSOCIATION REUSSIR L INSERTION A B;          5 522,60;Prestation facturée par l'association;;22/08/2019;Non déterminé;Non;W691057273;9220;69029;Bron;88.99B;NAFRev2;O
203;392113874;52;CONSERVATOIRE D ESPACES NATURELS DE;         12 800,00;Subvention pour achat d'actif immobilisé;;01/11/2008;Non déterminé;Non;W251000254;9220;25056;Besançon;91.04Z;NAFRev2;O
203;392113874;52;CONSERVATOIRE D ESPACES NATURELS DE;         41 710,00;preservation du littoral;;01/11/2008;Non déterminé;Non;W251000254;9220;25056;Besançon;91.04Z;NAFRev2;O
203;392392403;11;ASSOCIATION DE VALPRE;             44,89;Prestation facturée par l'association;;15/07/1993;Non déterminé;Non;W691051689;9220;69081;Écully;56.10A;NAFRev2;O
203;392392403;11;ASSOCIATION DE VALPRE;          2 798,94;Prestation facturée par l'association;;15/07/1993;Non déterminé;Non;W691051689;9220;69081;Écully;56.10A;NAFRev2;O
203;393022785;41;LES ATELIERS POUR INITIATION PROD I;          6 126,63;Prestation facturée par l'association;;04/08/2000;Non déterminé;Non;W772000455;9220;77493;Verneuil-l'Étang;88.99B;NAFRev2;O
203;393502273;21;ASSOCIATION RADIO HAUTE LOIRE;            305,20;Prestation facturée par l'association;;01/01/2017;Non déterminé;Non;W433000194;9220;43268;Yssingeaux;60.10Z;NAFRev2;O
203;393649587;44;CONSERVATOIRE D ESPACES NATURELS DE;         59 650,59;Subvention pour achat d'actif immobilisé;RN 7 déviation de Varennes , mise en œuvre plan de  gestion mesures compen satoires , objectifs 2018 atteints;01/01/2009;Non déterminé;Non;W032000651;9220;3065;Châtel-de-Neuvre;91.04Z;NAFRev2;O
203;393914395;40;FORMASUP PROVENCE ALPES COTE D AZUR;          3 452,41;Prestation facturée par l'association;;28/06/2007;Non déterminé;Non;W133004381;9220;13201;Marseille 1er Arrondissement;85.59A;NAFRev2;O
203;394164966;19;PRO BTP;            110,22;Prestation facturée par l'association;;28/05/1993;Non déterminé;Non;;9220;75106;Paris 6e Arrondissement;78.30Z;NAFRev2;O
203;397879487;23;COMITE FRANCAIS D ACCREDITATION;          1 243,20;Prestation facturée par l'association;;01/07/1994;Non déterminé;Non;W751115073;9220;75112;Paris 12e Arrondissement;94.99Z;NAFRev2;O
203;397879487;31;COMITE FRANCAIS D ACCREDITATION;          3 696,00;Solde convention;Convention n°2101911728 du 20/09/2016;06/04/2012;Non déterminé;Non;W751115073;9220;75112;Paris 12e Arrondissement;71.20B;NAFRev2;O
203;397879487;31;COMITE FRANCAIS D ACCREDITATION;          3 960,41;Prestation facturée par l'association;;06/04/2012;Non déterminé;Non;W751115073;9220;75112;Paris 12e Arrondissement;71.20B;NAFRev2;O
203;398019802;14;CAISSE REGLEM PECUNIAIRES PAR AVOCA;          3 371,64;Prestation facturée par l'association;;09/09/1986;Non déterminé;Non;;9220;27229;Évreux;82.19Z;NAFRev2;O
203;398055673;14;DISPO SERVICES;          1 057,47;Prestation facturée par l'association;;01/08/1994;Non déterminé;Non;W151000956;9220;15122;Maurs;88.99B;NAFRev2;O
203;398191569;142;ASSOCIATION UNIS CITE;            100,00;Prestation facturée par l'association;;01/01/2012;Non déterminé;Non;W751116733;9220;33063;Bordeaux;94.99Z;NAFRev2;O
203;398568063;59;FONDATION AGIR CONTRE L EXCLUSION;         80 000,00;Action en faveur de la mobilité;;21/07/2014;Non déterminé;Non;;9300;93066;Saint-Denis;94.99Z;NAFRev2;O
203;399487479;12;ASSOC SPORT CULTUR ENTRAIDE EQUIP H;          2 400,00;Prestation facturée par l'association;;01/09/1994;Non déterminé;Non;;9220;31555;Toulouse;93.12Z;NAFRev2;O
203;400704953;35;REIMS ESPOIR;            310,00;Prestation facturée par l'association;;01/04/2012;Non déterminé;Non;W513002798;9220;51454;Reims;88.99B;NAFRev2;O
203;400921409;50;BRIGADES NATURE HAUTES ALPES;             81,55;Prestation facturée par l'association;;01/03/2014;Non déterminé;Non;W052000758;9220;5061;Gap;94.99Z;NAFRev2;O
203;400921409;50;BRIGADES NATURE HAUTES ALPES;            750,00;Prestation facturée par l'association;;01/03/2014;Non déterminé;Non;W052000758;9220;5061;Gap;94.99Z;NAFRev2;O
203;400921409;50;BRIGADES NATURE HAUTES ALPES;          8 458,00;Subvention pour achat d'actif immobilisé;;01/03/2014;Non déterminé;Non;W052000758;9220;5061;Gap;94.99Z;NAFRev2;O
203;401458187;36;BUREAU DE NORMALISATION FERROVIAIRE;         12 500,00;Prestation facturée par l'association;;18/09/2009;Non déterminé;Non;W751119806;9220;75102;Paris 2e Arrondissement;94.99Z;NAFRev2;O
203;402592828;30;VILLAGE PATRIMOINE LOIRE ET VILAINE;            220,00;Prestation facturée par l'association;;01/01/2004;Non déterminé;Non;;9220;35332;Teillay;94.99Z;NAFRev2;O
203;403403603;257;CAP ENERGIE;             40,66;Prestation facturée par l'association;;01/01/2016;Non déterminé;Non;W801001059;9220;62193;Calais;82.92Z;NAFRev2;O
203;403403603;257;CAP ENERGIE;         10 334,56;Prestation facturée par l'association;;01/01/2016;Non déterminé;Non;W801001059;9220;62193;Calais;82.92Z;NAFRev2;O
203;404382335;10;ASS GEST RESTAUR INTER ADMINIST CET;          1 675,08;Prestation facturée par l'association;;01/02/1989;Non déterminé;Non;;9220;57463;Metz;56.29B;NAFRev2;O
203;407676253;54;FEDERATION FRANCAISE USAGERS BICYCL;        120 000,00;Action en faveur de la mobilité;;28/07/2020;Non déterminé;Non;;9260;67482;Strasbourg;94.99Z;NAFRev2;O
203;407878123;14;ASS ARA DU CETE;          2 132,91;Prestation facturée par l'association;;01/01/1996;Non déterminé;Non;;9220;69029;Bron;56.29B;NAFRev2;O
203;407878123;14;ASS ARA DU CETE;             40,57;Prestation facturée par l'association;;01/01/1996;Non déterminé;Non;;9220;69029;Bron;56.29B;NAFRev2;O
203;407878123;14;ASS ARA DU CETE;          4 146,48;Prestation facturée par l'association;;01/01/1996;Non déterminé;Non;;9220;69029;Bron;56.29B;NAFRev2;O
203;411555139;12;APCO;          3 687,98;Prestation facturée par l'association;;15/04/1996;Non déterminé;Non;;9220;62894;Wimille;88.10C;NAFRev2;O
203;413070194;19;FSTT   FRANCE SANS TRANCHEE TECHNOL;            276,00;Prestation facturée par l'association;;04/07/1990;Non déterminé;Non;W751096941;9220;75108;Paris 8e Arrondissement;94.99Z;NAFRev2;O
203;413689548;19;ASSOCIATION  LE PONT;            114,00;Prestation facturée par l'association;;25/06/1997;Non déterminé;Non;W311000153;9220;31458;Roques;85.59A;NAFRev2;O
203;417562469;37;ASSOC GESTION DES ATELIERS PROTEGES;            404,40;Prestation facturée par l'association;;01/01/2001;Non déterminé;Non;W603002646;9220;60159;Compiègne;88.10C;NAFRev2;O
203;417905932;48;ASS FRANCAISE DE GENIE CIVIL;         20 000,00;fonctionnement;;08/06/2015;Non déterminé;Non;W751171055;9220;75116;Paris 16e Arrondissement;94.99Z;NAFRev2;O
203;417905932;48;ASS FRANCAISE DE GENIE CIVIL;            840,00;Prestation facturée par l'association;;08/06/2015;Non déterminé;Non;W751171055;9220;75116;Paris 16e Arrondissement;94.99Z;NAFRev2;O
203;418915724;29;ECOLE DE LA DEUXIEME CHANCE;          1 076,39;Prestation facturée par l'association;;29/01/2002;Non déterminé;Non;W133011581;9220;13215;Marseille 15e Arrondissement;85.59A;NAFRev2;O
203;420200271;39;INSTITUT DES ROUTES DES RUES ET DES;          2 400,00;Prestation facturée par l'association;;01/02/2012;Non déterminé;Non;W751183499;9220;75108;Paris 8e Arrondissement;94.99Z;NAFRev2;O
203;420200271;39;INSTITUT DES ROUTES DES RUES ET DES;        200 000,00;Action en faveur de la mobilité;Convention n°2102498282 du 10/10/2018;01/02/2012;Non déterminé;Non;W751183499;9220;75108;Paris 8e Arrondissement;94.99Z;NAFRev2;O
203;420200271;39;INSTITUT DES ROUTES DES RUES ET DES;          2 400,00;Prestation facturée par l'association;;01/02/2012;Non déterminé;Non;W751183499;9220;75108;Paris 8e Arrondissement;94.99Z;NAFRev2;O
203;420376923;25;ASSO GROUPE CHIROPTERE DE PROVENCE;             67,72;Prestation facturée par l'association;;26/05/2018;Non déterminé;Non;W041000181;9220;4178;Saint-Étienne-les-Orgues;94.99Z;NAFRev2;O
203;420376923;25;ASSO GROUPE CHIROPTERE DE PROVENCE;          7 498,00;Prestation facturée par l'association;;26/05/2018;Non déterminé;Non;W041000181;9220;4178;Saint-Étienne-les-Orgues;94.99Z;NAFRev2;O
203;420376923;25;ASSO GROUPE CHIROPTERE DE PROVENCE;          1 645,00;Prestation facturée par l'association;;26/05/2018;Non déterminé;Non;W041000181;9220;4178;Saint-Étienne-les-Orgues;94.99Z;NAFRev2;O
203;420718173;65;FORMASUP PARIS ILE DE FRANCE;         26 098,00;Prestation facturée par l'association;;14/05/2019;Non déterminé;Non;W751135788;9220;75115;Paris 15e Arrondissement;85.59B;NAFRev2;O
203;421149691;170;ASS APAVE NORD OUEST;          1 020,00;Prestation facturée par l'association;Objectifs partiellement atteints en 2020;01/01/2000;Non déterminé;Non;W595007933;9220;76451;Mont-Saint-Aignan;71.20B;NAFRev2;O
